PC4	Gemeente code	Provincie code	Provincie name	Gemeente name
1011	363	27	Noord-Holland	Amsterdam
1012	363	27	Noord-Holland	Amsterdam
1013	363	27	Noord-Holland	Amsterdam
1014	363	27	Noord-Holland	Amsterdam
1015	363	27	Noord-Holland	Amsterdam
1016	363	27	Noord-Holland	Amsterdam
1017	363	27	Noord-Holland	Amsterdam
1018	363	27	Noord-Holland	Amsterdam
1019	363	27	Noord-Holland	Amsterdam
1021	363	27	Noord-Holland	Amsterdam
1022	363	27	Noord-Holland	Amsterdam
1023	363	27	Noord-Holland	Amsterdam
1024	363	27	Noord-Holland	Amsterdam
1025	363	27	Noord-Holland	Amsterdam
1026	363	27	Noord-Holland	Amsterdam
1027	363	27	Noord-Holland	Amsterdam
1028	363	27	Noord-Holland	Amsterdam
1031	363	27	Noord-Holland	Amsterdam
1032	363	27	Noord-Holland	Amsterdam
1033	363	27	Noord-Holland	Amsterdam
1034	363	27	Noord-Holland	Amsterdam
1035	363	27	Noord-Holland	Amsterdam
1036	363	27	Noord-Holland	Amsterdam
1037	363	27	Noord-Holland	Amsterdam
1041	363	27	Noord-Holland	Amsterdam
1042	363	27	Noord-Holland	Amsterdam
1043	363	27	Noord-Holland	Amsterdam
1044	363	27	Noord-Holland	Amsterdam
1045	363	27	Noord-Holland	Amsterdam
1046	363	27	Noord-Holland	Amsterdam
1047	363	27	Noord-Holland	Amsterdam
1051	363	27	Noord-Holland	Amsterdam
1052	363	27	Noord-Holland	Amsterdam
1053	363	27	Noord-Holland	Amsterdam
1054	363	27	Noord-Holland	Amsterdam
1055	363	27	Noord-Holland	Amsterdam
1056	363	27	Noord-Holland	Amsterdam
1057	363	27	Noord-Holland	Amsterdam
1058	363	27	Noord-Holland	Amsterdam
1059	363	27	Noord-Holland	Amsterdam
1060	363	27	Noord-Holland	Amsterdam
1061	363	27	Noord-Holland	Amsterdam
1062	363	27	Noord-Holland	Amsterdam
1063	363	27	Noord-Holland	Amsterdam
1064	363	27	Noord-Holland	Amsterdam
1065	363	27	Noord-Holland	Amsterdam
1066	363	27	Noord-Holland	Amsterdam
1067	363	27	Noord-Holland	Amsterdam
1068	363	27	Noord-Holland	Amsterdam
1069	363	27	Noord-Holland	Amsterdam
1071	363	27	Noord-Holland	Amsterdam
1072	363	27	Noord-Holland	Amsterdam
1073	363	27	Noord-Holland	Amsterdam
1074	363	27	Noord-Holland	Amsterdam
1075	363	27	Noord-Holland	Amsterdam
1076	363	27	Noord-Holland	Amsterdam
1077	363	27	Noord-Holland	Amsterdam
1078	363	27	Noord-Holland	Amsterdam
1079	363	27	Noord-Holland	Amsterdam
1081	363	27	Noord-Holland	Amsterdam
1082	363	27	Noord-Holland	Amsterdam
1083	363	27	Noord-Holland	Amsterdam
1086	363	27	Noord-Holland	Amsterdam
1087	363	27	Noord-Holland	Amsterdam
1091	363	27	Noord-Holland	Amsterdam
1092	363	27	Noord-Holland	Amsterdam
1093	363	27	Noord-Holland	Amsterdam
1094	363	27	Noord-Holland	Amsterdam
1095	363	27	Noord-Holland	Amsterdam
1096	363	27	Noord-Holland	Amsterdam
1097	363	27	Noord-Holland	Amsterdam
1098	363	27	Noord-Holland	Amsterdam
1101	363	27	Noord-Holland	Amsterdam
1102	363	27	Noord-Holland	Amsterdam
1103	363	27	Noord-Holland	Amsterdam
1104	363	27	Noord-Holland	Amsterdam
1105	363	27	Noord-Holland	Amsterdam
1106	363	27	Noord-Holland	Amsterdam
1107	363	27	Noord-Holland	Amsterdam
1108	363	27	Noord-Holland	Amsterdam
1109	363	27	Noord-Holland	Amsterdam
1111	384	27	Noord-Holland	Diemen
1112	363	27	Noord-Holland	Amsterdam
1113	384	27	Noord-Holland	Diemen
1114	437	27	Noord-Holland	Ouder-Amstel
1115	437	27	Noord-Holland	Ouder-Amstel
1117	394	27	Noord-Holland	Haarlemmermeer
1118	394	27	Noord-Holland	Haarlemmermeer
1119	394	27	Noord-Holland	Haarlemmermeer
1121	415	27	Noord-Holland	Landsmeer
1127	415	27	Noord-Holland	Landsmeer
1131	385	27	Noord-Holland	Edam-Volendam
1132	385	27	Noord-Holland	Edam-Volendam
1135	385	27	Noord-Holland	Edam-Volendam
1141	852	27	Noord-Holland	Waterland
1145	852	27	Noord-Holland	Waterland
1151	852	27	Noord-Holland	Waterland
1153	852	27	Noord-Holland	Waterland
1154	852	27	Noord-Holland	Waterland
1156	852	27	Noord-Holland	Waterland
1161	394	27	Noord-Holland	Haarlemmermeer
1165	394	27	Noord-Holland	Haarlemmermeer
1171	394	27	Noord-Holland	Haarlemmermeer
1175	394	27	Noord-Holland	Haarlemmermeer
1181	362	27	Noord-Holland	Amstelveen
1182	362	27	Noord-Holland	Amstelveen
1183	362	27	Noord-Holland	Amstelveen
1184	362	27	Noord-Holland	Amstelveen
1185	362	27	Noord-Holland	Amstelveen
1186	362	27	Noord-Holland	Amstelveen
1187	362	27	Noord-Holland	Amstelveen
1188	362	27	Noord-Holland	Amstelveen
1189	362	27	Noord-Holland	Amstelveen
1191	437	27	Noord-Holland	Ouder-Amstel
1211	402	27	Noord-Holland	Hilversum
1212	402	27	Noord-Holland	Hilversum
1213	402	27	Noord-Holland	Hilversum
1214	402	27	Noord-Holland	Hilversum
1215	402	27	Noord-Holland	Hilversum
1216	402	27	Noord-Holland	Hilversum
1217	402	27	Noord-Holland	Hilversum
1218	402	27	Noord-Holland	Hilversum
1221	402	27	Noord-Holland	Hilversum
1222	402	27	Noord-Holland	Hilversum
1223	402	27	Noord-Holland	Hilversum
1231	1696	27	Noord-Holland	Wijdemeren
1241	1696	27	Noord-Holland	Wijdemeren
1243	1696	27	Noord-Holland	Wijdemeren
1244	1696	27	Noord-Holland	Wijdemeren
1251	417	27	Noord-Holland	Laren
1252	417	27	Noord-Holland	Laren
1261	376	27	Noord-Holland	Blaricum
1262	376	27	Noord-Holland	Blaricum
1271	406	27	Noord-Holland	Huizen
1272	406	27	Noord-Holland	Huizen
1273	406	27	Noord-Holland	Huizen
1274	406	27	Noord-Holland	Huizen
1275	406	27	Noord-Holland	Huizen
1276	406	27	Noord-Holland	Huizen
1277	406	27	Noord-Holland	Huizen
1309	34	24	Flevoland	Almere
1311	34	24	Flevoland	Almere
1312	34	24	Flevoland	Almere
1313	34	24	Flevoland	Almere
1314	34	24	Flevoland	Almere
1315	34	24	Flevoland	Almere
1316	34	24	Flevoland	Almere
1317	34	24	Flevoland	Almere
1318	34	24	Flevoland	Almere
1319	34	24	Flevoland	Almere
1321	34	24	Flevoland	Almere
1322	34	24	Flevoland	Almere
1323	34	24	Flevoland	Almere
1324	34	24	Flevoland	Almere
1325	34	24	Flevoland	Almere
1326	34	24	Flevoland	Almere
1327	34	24	Flevoland	Almere
1328	34	24	Flevoland	Almere
1329	34	24	Flevoland	Almere
1331	34	24	Flevoland	Almere
1332	34	24	Flevoland	Almere
1333	34	24	Flevoland	Almere
1334	34	24	Flevoland	Almere
1335	34	24	Flevoland	Almere
1336	995	24	Flevoland	Lelystad
1338	34	24	Flevoland	Almere
1339	34	24	Flevoland	Almere
1341	34	24	Flevoland	Almere
1343	34	24	Flevoland	Almere
1349	34	24	Flevoland	Almere
1351	34	24	Flevoland	Almere
1352	34	24	Flevoland	Almere
1353	34	24	Flevoland	Almere
1354	34	24	Flevoland	Almere
1355	34	24	Flevoland	Almere
1356	34	24	Flevoland	Almere
1357	34	24	Flevoland	Almere
1358	34	24	Flevoland	Almere
1359	34	24	Flevoland	Almere
1361	34	24	Flevoland	Almere
1362	34	24	Flevoland	Almere
1363	34	24	Flevoland	Almere
1381	457	27	Noord-Holland	Weesp
1382	457	27	Noord-Holland	Weesp
1383	457	27	Noord-Holland	Weesp
1384	457	27	Noord-Holland	Weesp
1391	736	26	Utrecht	De Ronde Venen
1393	1696	27	Noord-Holland	Wijdemeren
1394	1696	27	Noord-Holland	Wijdemeren
1396	736	26	Utrecht	De Ronde Venen
1398	1942	27	Noord-Holland	Gooise Meren
1399	1942	27	Noord-Holland	Gooise Meren
1401	1942	27	Noord-Holland	Gooise Meren
1402	1942	27	Noord-Holland	Gooise Meren
1403	1942	27	Noord-Holland	Gooise Meren
1404	1942	27	Noord-Holland	Gooise Meren
1405	1942	27	Noord-Holland	Gooise Meren
1406	1942	27	Noord-Holland	Gooise Meren
1411	1942	27	Noord-Holland	Gooise Meren
1412	1942	27	Noord-Holland	Gooise Meren
1421	451	27	Noord-Holland	Uithoorn
1422	451	27	Noord-Holland	Uithoorn
1423	451	27	Noord-Holland	Uithoorn
1424	451	27	Noord-Holland	Uithoorn
1426	736	26	Utrecht	De Ronde Venen
1427	736	26	Utrecht	De Ronde Venen
1428	569	28	Zuid-Holland	Nieuwkoop
1431	358	27	Noord-Holland	Aalsmeer
1432	358	27	Noord-Holland	Aalsmeer
1433	358	27	Noord-Holland	Aalsmeer
1435	394	27	Noord-Holland	Haarlemmermeer
1436	394	27	Noord-Holland	Haarlemmermeer
1437	394	27	Noord-Holland	Haarlemmermeer
1438	394	27	Noord-Holland	Haarlemmermeer
1441	439	27	Noord-Holland	Purmerend
1442	439	27	Noord-Holland	Purmerend
1443	439	27	Noord-Holland	Purmerend
1444	439	27	Noord-Holland	Purmerend
1445	439	27	Noord-Holland	Purmerend
1446	439	27	Noord-Holland	Purmerend
1447	439	27	Noord-Holland	Purmerend
1448	439	27	Noord-Holland	Purmerend
1451	415	27	Noord-Holland	Landsmeer
1452	852	27	Noord-Holland	Waterland
1454	852	27	Noord-Holland	Waterland
1456	880	27	Noord-Holland	Wormerland
1458	880	27	Noord-Holland	Wormerland
1461	370	27	Noord-Holland	Beemster
1462	370	27	Noord-Holland	Beemster
1463	370	27	Noord-Holland	Beemster
1464	370	27	Noord-Holland	Beemster
1471	385	27	Noord-Holland	Edam-Volendam
1472	385	27	Noord-Holland	Edam-Volendam
1473	385	27	Noord-Holland	Edam-Volendam
1474	385	27	Noord-Holland	Edam-Volendam
1475	385	27	Noord-Holland	Edam-Volendam
1476	385	27	Noord-Holland	Edam-Volendam
1477	385	27	Noord-Holland	Edam-Volendam
1481	385	27	Noord-Holland	Edam-Volendam
1482	852	27	Noord-Holland	Waterland
1483	361	27	Noord-Holland	Alkmaar
1484	361	27	Noord-Holland	Alkmaar
1485	361	27	Noord-Holland	Alkmaar
1486	361	27	Noord-Holland	Alkmaar
1487	361	27	Noord-Holland	Alkmaar
1488	361	27	Noord-Holland	Alkmaar
1489	383	27	Noord-Holland	Castricum
1501	479	27	Noord-Holland	Zaanstad
1502	479	27	Noord-Holland	Zaanstad
1503	479	27	Noord-Holland	Zaanstad
1504	479	27	Noord-Holland	Zaanstad
1505	479	27	Noord-Holland	Zaanstad
1506	479	27	Noord-Holland	Zaanstad
1507	479	27	Noord-Holland	Zaanstad
1508	479	27	Noord-Holland	Zaanstad
1509	479	27	Noord-Holland	Zaanstad
1511	431	27	Noord-Holland	Oostzaan
1521	479	27	Noord-Holland	Zaanstad
1525	479	27	Noord-Holland	Zaanstad
1531	880	27	Noord-Holland	Wormerland
1534	880	27	Noord-Holland	Wormerland
1536	361	27	Noord-Holland	Alkmaar
1541	479	27	Noord-Holland	Zaanstad
1544	479	27	Noord-Holland	Zaanstad
1546	880	27	Noord-Holland	Wormerland
1551	479	27	Noord-Holland	Zaanstad
1561	479	27	Noord-Holland	Zaanstad
1562	479	27	Noord-Holland	Zaanstad
1566	479	27	Noord-Holland	Zaanstad
1567	479	27	Noord-Holland	Zaanstad
1601	388	27	Noord-Holland	Enkhuizen
1602	388	27	Noord-Holland	Enkhuizen
1606	498	27	Noord-Holland	Drechterland
1607	498	27	Noord-Holland	Drechterland
1608	498	27	Noord-Holland	Drechterland
1609	498	27	Noord-Holland	Drechterland
1611	532	27	Noord-Holland	Stede Broec
1613	532	27	Noord-Holland	Stede Broec
1614	532	27	Noord-Holland	Stede Broec
1616	498	27	Noord-Holland	Drechterland
1617	498	27	Noord-Holland	Drechterland
1619	420	27	Noord-Holland	Medemblik
1621	405	27	Noord-Holland	Hoorn
1622	405	27	Noord-Holland	Hoorn
1623	405	27	Noord-Holland	Hoorn
1624	405	27	Noord-Holland	Hoorn
1625	405	27	Noord-Holland	Hoorn
1627	405	27	Noord-Holland	Hoorn
1628	405	27	Noord-Holland	Hoorn
1631	1598	27	Noord-Holland	Koggenland
1633	1598	27	Noord-Holland	Koggenland
1634	1598	27	Noord-Holland	Koggenland
1636	361	27	Noord-Holland	Alkmaar
1641	1598	27	Noord-Holland	Koggenland
1642	1598	27	Noord-Holland	Koggenland
1643	1598	27	Noord-Holland	Koggenland
1645	1598	27	Noord-Holland	Koggenland
1646	361	27	Noord-Holland	Alkmaar
1647	1598	27	Noord-Holland	Koggenland
1648	1598	27	Noord-Holland	Koggenland
1652	1598	27	Noord-Holland	Koggenland
1654	420	27	Noord-Holland	Medemblik
1655	420	27	Noord-Holland	Medemblik
1657	420	27	Noord-Holland	Medemblik
1658	420	27	Noord-Holland	Medemblik
1661	432	27	Noord-Holland	Opmeer
1662	432	27	Noord-Holland	Opmeer
1663	432	27	Noord-Holland	Opmeer
1671	420	27	Noord-Holland	Medemblik
1674	420	27	Noord-Holland	Medemblik
1676	420	27	Noord-Holland	Medemblik
1678	420	27	Noord-Holland	Medemblik
1679	420	27	Noord-Holland	Medemblik
1681	420	27	Noord-Holland	Medemblik
1682	420	27	Noord-Holland	Medemblik
1683	420	27	Noord-Holland	Medemblik
1684	420	27	Noord-Holland	Medemblik
1685	420	27	Noord-Holland	Medemblik
1686	420	27	Noord-Holland	Medemblik
1687	420	27	Noord-Holland	Medemblik
1688	420	27	Noord-Holland	Medemblik
1689	405	27	Noord-Holland	Hoorn
1691	420	27	Noord-Holland	Medemblik
1692	420	27	Noord-Holland	Medemblik
1693	420	27	Noord-Holland	Medemblik
1695	405	27	Noord-Holland	Hoorn
1696	498	27	Noord-Holland	Drechterland
1697	498	27	Noord-Holland	Drechterland
1701	398	27	Noord-Holland	Heerhugowaard
1702	398	27	Noord-Holland	Heerhugowaard
1703	398	27	Noord-Holland	Heerhugowaard
1704	398	27	Noord-Holland	Heerhugowaard
1705	398	27	Noord-Holland	Heerhugowaard
1706	398	27	Noord-Holland	Heerhugowaard
1711	1598	27	Noord-Holland	Koggenland
1713	1598	27	Noord-Holland	Koggenland
1715	432	27	Noord-Holland	Opmeer
1716	432	27	Noord-Holland	Opmeer
1718	432	27	Noord-Holland	Opmeer
1719	432	27	Noord-Holland	Opmeer
1721	416	27	Noord-Holland	Langedijk
1722	416	27	Noord-Holland	Langedijk
1723	416	27	Noord-Holland	Langedijk
1724	416	27	Noord-Holland	Langedijk
1731	1911	27	Noord-Holland	Hollands Kroon
1732	1911	27	Noord-Holland	Hollands Kroon
1733	1911	27	Noord-Holland	Hollands Kroon
1734	1911	27	Noord-Holland	Hollands Kroon
1735	1911	27	Noord-Holland	Hollands Kroon
1736	1911	27	Noord-Holland	Hollands Kroon
1738	441	27	Noord-Holland	Schagen
1741	441	27	Noord-Holland	Schagen
1742	441	27	Noord-Holland	Schagen
1744	441	27	Noord-Holland	Schagen
1746	441	27	Noord-Holland	Schagen
1747	441	27	Noord-Holland	Schagen
1749	441	27	Noord-Holland	Schagen
1751	441	27	Noord-Holland	Schagen
1752	441	27	Noord-Holland	Schagen
1753	441	27	Noord-Holland	Schagen
1754	441	27	Noord-Holland	Schagen
1755	441	27	Noord-Holland	Schagen
1756	441	27	Noord-Holland	Schagen
1757	441	27	Noord-Holland	Schagen
1759	441	27	Noord-Holland	Schagen
1761	1911	27	Noord-Holland	Hollands Kroon
1764	1911	27	Noord-Holland	Hollands Kroon
1766	1911	27	Noord-Holland	Hollands Kroon
1767	1911	27	Noord-Holland	Hollands Kroon
1768	1911	27	Noord-Holland	Hollands Kroon
1769	1911	27	Noord-Holland	Hollands Kroon
1771	1911	27	Noord-Holland	Hollands Kroon
1773	1911	27	Noord-Holland	Hollands Kroon
1774	1911	27	Noord-Holland	Hollands Kroon
1775	1911	27	Noord-Holland	Hollands Kroon
1777	1911	27	Noord-Holland	Hollands Kroon
1778	1911	27	Noord-Holland	Hollands Kroon
1779	1911	27	Noord-Holland	Hollands Kroon
1781	400	27	Noord-Holland	Den Helder
1782	400	27	Noord-Holland	Den Helder
1783	400	27	Noord-Holland	Den Helder
1784	400	27	Noord-Holland	Den Helder
1785	400	27	Noord-Holland	Den Helder
1786	400	27	Noord-Holland	Den Helder
1787	400	27	Noord-Holland	Den Helder
1788	400	27	Noord-Holland	Den Helder
1789	400	27	Noord-Holland	Den Helder
1791	448	27	Noord-Holland	Texel
1792	448	27	Noord-Holland	Texel
1793	448	27	Noord-Holland	Texel
1794	448	27	Noord-Holland	Texel
1795	448	27	Noord-Holland	Texel
1796	448	27	Noord-Holland	Texel
1797	448	27	Noord-Holland	Texel
1811	361	27	Noord-Holland	Alkmaar
1812	361	27	Noord-Holland	Alkmaar
1813	361	27	Noord-Holland	Alkmaar
1814	361	27	Noord-Holland	Alkmaar
1815	361	27	Noord-Holland	Alkmaar
1816	361	27	Noord-Holland	Alkmaar
1817	361	27	Noord-Holland	Alkmaar
1821	361	27	Noord-Holland	Alkmaar
1822	361	27	Noord-Holland	Alkmaar
1823	361	27	Noord-Holland	Alkmaar
1824	361	27	Noord-Holland	Alkmaar
1825	361	27	Noord-Holland	Alkmaar
1826	361	27	Noord-Holland	Alkmaar
1827	361	27	Noord-Holland	Alkmaar
1829	361	27	Noord-Holland	Alkmaar
1831	361	27	Noord-Holland	Alkmaar
1832	416	27	Noord-Holland	Langedijk
1834	416	27	Noord-Holland	Langedijk
1841	361	27	Noord-Holland	Alkmaar
1842	361	27	Noord-Holland	Alkmaar
1843	361	27	Noord-Holland	Alkmaar
1844	361	27	Noord-Holland	Alkmaar
1846	361	27	Noord-Holland	Alkmaar
1847	361	27	Noord-Holland	Alkmaar
1851	399	27	Noord-Holland	Heiloo
1852	399	27	Noord-Holland	Heiloo
1853	399	27	Noord-Holland	Heiloo
1861	373	27	Noord-Holland	Bergen (NH)
1862	373	27	Noord-Holland	Bergen (NH)
1865	373	27	Noord-Holland	Bergen (NH)
1871	373	27	Noord-Holland	Bergen (NH)
1873	373	27	Noord-Holland	Bergen (NH)
1901	383	27	Noord-Holland	Castricum
1902	383	27	Noord-Holland	Castricum
1906	383	27	Noord-Holland	Castricum
1911	450	27	Noord-Holland	Uitgeest
1921	383	27	Noord-Holland	Castricum
1931	373	27	Noord-Holland	Bergen (NH)
1934	373	27	Noord-Holland	Bergen (NH)
1935	373	27	Noord-Holland	Bergen (NH)
1941	375	27	Noord-Holland	Beverwijk
1942	375	27	Noord-Holland	Beverwijk
1943	375	27	Noord-Holland	Beverwijk
1944	375	27	Noord-Holland	Beverwijk
1945	375	27	Noord-Holland	Beverwijk
1946	375	27	Noord-Holland	Beverwijk
1947	375	27	Noord-Holland	Beverwijk
1948	375	27	Noord-Holland	Beverwijk
1949	375	27	Noord-Holland	Beverwijk
1951	453	27	Noord-Holland	Velsen
1961	396	27	Noord-Holland	Heemskerk
1962	396	27	Noord-Holland	Heemskerk
1963	396	27	Noord-Holland	Heemskerk
1964	396	27	Noord-Holland	Heemskerk
1965	396	27	Noord-Holland	Heemskerk
1966	396	27	Noord-Holland	Heemskerk
1967	396	27	Noord-Holland	Heemskerk
1968	396	27	Noord-Holland	Heemskerk
1969	396	27	Noord-Holland	Heemskerk
1971	453	27	Noord-Holland	Velsen
1972	453	27	Noord-Holland	Velsen
1973	453	27	Noord-Holland	Velsen
1974	453	27	Noord-Holland	Velsen
1975	453	27	Noord-Holland	Velsen
1976	453	27	Noord-Holland	Velsen
1981	453	27	Noord-Holland	Velsen
1985	453	27	Noord-Holland	Velsen
1991	453	27	Noord-Holland	Velsen
1992	453	27	Noord-Holland	Velsen
2011	392	27	Noord-Holland	Haarlem
2012	392	27	Noord-Holland	Haarlem
2013	392	27	Noord-Holland	Haarlem
2014	392	27	Noord-Holland	Haarlem
2015	392	27	Noord-Holland	Haarlem
2019	392	27	Noord-Holland	Haarlem
2021	392	27	Noord-Holland	Haarlem
2022	392	27	Noord-Holland	Haarlem
2023	392	27	Noord-Holland	Haarlem
2024	392	27	Noord-Holland	Haarlem
2025	392	27	Noord-Holland	Haarlem
2026	392	27	Noord-Holland	Haarlem
2031	392	27	Noord-Holland	Haarlem
2032	392	27	Noord-Holland	Haarlem
2033	392	27	Noord-Holland	Haarlem
2034	392	27	Noord-Holland	Haarlem
2035	392	27	Noord-Holland	Haarlem
2036	392	27	Noord-Holland	Haarlem
2037	392	27	Noord-Holland	Haarlem
2041	473	27	Noord-Holland	Zandvoort
2042	473	27	Noord-Holland	Zandvoort
2051	377	27	Noord-Holland	Bloemendaal
2061	377	27	Noord-Holland	Bloemendaal
2063	392	27	Noord-Holland	Haarlem
2064	394	27	Noord-Holland	Haarlemmermeer
2065	394	27	Noord-Holland	Haarlemmermeer
2071	453	27	Noord-Holland	Velsen
2082	453	27	Noord-Holland	Velsen
2101	397	27	Noord-Holland	Heemstede
2102	397	27	Noord-Holland	Heemstede
2103	397	27	Noord-Holland	Heemstede
2104	397	27	Noord-Holland	Heemstede
2105	397	27	Noord-Holland	Heemstede
2106	397	27	Noord-Holland	Heemstede
2111	377	27	Noord-Holland	Bloemendaal
2114	377	27	Noord-Holland	Bloemendaal
2116	473	27	Noord-Holland	Zandvoort
2121	377	27	Noord-Holland	Bloemendaal
2131	394	27	Noord-Holland	Haarlemmermeer
2132	394	27	Noord-Holland	Haarlemmermeer
2133	394	27	Noord-Holland	Haarlemmermeer
2134	394	27	Noord-Holland	Haarlemmermeer
2135	394	27	Noord-Holland	Haarlemmermeer
2136	394	27	Noord-Holland	Haarlemmermeer
2141	394	27	Noord-Holland	Haarlemmermeer
2142	394	27	Noord-Holland	Haarlemmermeer
2143	394	27	Noord-Holland	Haarlemmermeer
2144	394	27	Noord-Holland	Haarlemmermeer
2151	394	27	Noord-Holland	Haarlemmermeer
2152	394	27	Noord-Holland	Haarlemmermeer
2153	394	27	Noord-Holland	Haarlemmermeer
2154	394	27	Noord-Holland	Haarlemmermeer
2155	394	27	Noord-Holland	Haarlemmermeer
2156	394	27	Noord-Holland	Haarlemmermeer
2157	394	27	Noord-Holland	Haarlemmermeer
2158	394	27	Noord-Holland	Haarlemmermeer
2159	1884	28	Zuid-Holland	Kaag en Braassem
2161	553	28	Zuid-Holland	Lisse
2162	553	28	Zuid-Holland	Lisse
2163	553	28	Zuid-Holland	Lisse
2165	394	27	Noord-Holland	Haarlemmermeer
2171	1525	28	Zuid-Holland	Teylingen
2172	1525	28	Zuid-Holland	Teylingen
2181	534	28	Zuid-Holland	Hillegom
2182	534	28	Zuid-Holland	Hillegom
2191	575	28	Zuid-Holland	Noordwijk
2201	575	28	Zuid-Holland	Noordwijk
2202	575	28	Zuid-Holland	Noordwijk
2203	575	28	Zuid-Holland	Noordwijk
2204	575	28	Zuid-Holland	Noordwijk
2211	575	28	Zuid-Holland	Noordwijk
2212	575	28	Zuid-Holland	Noordwijk
2215	1525	28	Zuid-Holland	Teylingen
2216	1525	28	Zuid-Holland	Teylingen
2221	537	28	Zuid-Holland	Katwijk
2222	537	28	Zuid-Holland	Katwijk
2223	537	28	Zuid-Holland	Katwijk
2224	537	28	Zuid-Holland	Katwijk
2225	537	28	Zuid-Holland	Katwijk
2231	537	28	Zuid-Holland	Katwijk
2232	537	28	Zuid-Holland	Katwijk
2235	537	28	Zuid-Holland	Katwijk
2241	629	28	Zuid-Holland	Wassenaar
2242	629	28	Zuid-Holland	Wassenaar
2243	629	28	Zuid-Holland	Wassenaar
2244	629	28	Zuid-Holland	Wassenaar
2245	629	28	Zuid-Holland	Wassenaar
2251	626	28	Zuid-Holland	Voorschoten
2252	626	28	Zuid-Holland	Voorschoten
2253	626	28	Zuid-Holland	Voorschoten
2254	626	28	Zuid-Holland	Voorschoten
2261	1916	28	Zuid-Holland	Leidschendam-Voorburg
2262	1916	28	Zuid-Holland	Leidschendam-Voorburg
2263	1916	28	Zuid-Holland	Leidschendam-Voorburg
2264	1916	28	Zuid-Holland	Leidschendam-Voorburg
2265	1916	28	Zuid-Holland	Leidschendam-Voorburg
2266	1916	28	Zuid-Holland	Leidschendam-Voorburg
2267	1916	28	Zuid-Holland	Leidschendam-Voorburg
2271	1916	28	Zuid-Holland	Leidschendam-Voorburg
2272	1916	28	Zuid-Holland	Leidschendam-Voorburg
2273	1916	28	Zuid-Holland	Leidschendam-Voorburg
2274	1916	28	Zuid-Holland	Leidschendam-Voorburg
2275	1916	28	Zuid-Holland	Leidschendam-Voorburg
2281	603	28	Zuid-Holland	Rijswijk
2282	603	28	Zuid-Holland	Rijswijk
2283	603	28	Zuid-Holland	Rijswijk
2284	603	28	Zuid-Holland	Rijswijk
2285	603	28	Zuid-Holland	Rijswijk
2286	603	28	Zuid-Holland	Rijswijk
2287	603	28	Zuid-Holland	Rijswijk
2288	603	28	Zuid-Holland	Rijswijk
2289	603	28	Zuid-Holland	Rijswijk
2291	1783	28	Zuid-Holland	Westland
2292	518	28	Zuid-Holland	's-Gravenhage
2295	1783	28	Zuid-Holland	Westland
2311	546	28	Zuid-Holland	Leiden
2312	546	28	Zuid-Holland	Leiden
2313	546	28	Zuid-Holland	Leiden
2314	546	28	Zuid-Holland	Leiden
2315	546	28	Zuid-Holland	Leiden
2316	546	28	Zuid-Holland	Leiden
2317	546	28	Zuid-Holland	Leiden
2318	546	28	Zuid-Holland	Leiden
2321	546	28	Zuid-Holland	Leiden
2322	546	28	Zuid-Holland	Leiden
2323	546	28	Zuid-Holland	Leiden
2324	546	28	Zuid-Holland	Leiden
2331	546	28	Zuid-Holland	Leiden
2332	546	28	Zuid-Holland	Leiden
2333	546	28	Zuid-Holland	Leiden
2334	546	28	Zuid-Holland	Leiden
2341	579	28	Zuid-Holland	Oegstgeest
2342	579	28	Zuid-Holland	Oegstgeest
2343	579	28	Zuid-Holland	Oegstgeest
2351	547	28	Zuid-Holland	Leiderdorp
2352	547	28	Zuid-Holland	Leiderdorp
2353	547	28	Zuid-Holland	Leiderdorp
2355	1884	28	Zuid-Holland	Kaag en Braassem
2361	1525	28	Zuid-Holland	Teylingen
2362	1525	28	Zuid-Holland	Teylingen
2371	1884	28	Zuid-Holland	Kaag en Braassem
2374	1884	28	Zuid-Holland	Kaag en Braassem
2375	1884	28	Zuid-Holland	Kaag en Braassem
2376	1884	28	Zuid-Holland	Kaag en Braassem
2377	1884	28	Zuid-Holland	Kaag en Braassem
2381	638	28	Zuid-Holland	Zoeterwoude
2382	638	28	Zuid-Holland	Zoeterwoude
2391	484	28	Zuid-Holland	Alphen aan den Rijn
2394	484	28	Zuid-Holland	Alphen aan den Rijn
2396	484	28	Zuid-Holland	Alphen aan den Rijn
2401	484	28	Zuid-Holland	Alphen aan den Rijn
2402	484	28	Zuid-Holland	Alphen aan den Rijn
2403	484	28	Zuid-Holland	Alphen aan den Rijn
2404	484	28	Zuid-Holland	Alphen aan den Rijn
2405	484	28	Zuid-Holland	Alphen aan den Rijn
2406	484	28	Zuid-Holland	Alphen aan den Rijn
2407	484	28	Zuid-Holland	Alphen aan den Rijn
2408	484	28	Zuid-Holland	Alphen aan den Rijn
2409	484	28	Zuid-Holland	Alphen aan den Rijn
2411	1901	28	Zuid-Holland	Bodegraven-Reeuwijk
2412	1901	28	Zuid-Holland	Bodegraven-Reeuwijk
2415	1901	28	Zuid-Holland	Bodegraven-Reeuwijk
2421	569	28	Zuid-Holland	Nieuwkoop
2431	569	28	Zuid-Holland	Nieuwkoop
2432	569	28	Zuid-Holland	Nieuwkoop
2435	569	28	Zuid-Holland	Nieuwkoop
2441	569	28	Zuid-Holland	Nieuwkoop
2445	484	28	Zuid-Holland	Alphen aan den Rijn
